job_due_date,client,job_num,job_name,invoice_num,pmod_or_freight,gross_billed,quantity,pricing,postal_prep,production_cost,per_piece,data_cost,postage_psi,data_po_num,three_point_five_percent_cc_fee,special_product_envelopes_env_printing,special_product_envelopes_env_printing_notes,paper_color_print_cost,paper_color_print_cost_notes,shipping_pmod_cost_finishes,shipping_per_piece,misc_cost_pmod_labor_purl_var_img,gross_cost,net_gross_margin_for_labor,sales_rep,comm_paid,new_client,gross_margin_per_piece,comments_descriptions,production_type,all_added_costs
2018-12-13,"Pacific Home Loans ",62238,"FHA Spanish Drop 3 121318",230655,PMOD,1446.12,2996,0.48,25,194.74,0.065,0,742.96,unknown,unknown,14.98,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = Brown Kraft",179.76,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.03 because [color] = 4/4",,,29.96,619.24,83.92,"Andy Cody",unknown,unknown,0.03,"White 60# White, Brown Kraft Double Window,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | inkjetCost = 0.02 |  | oversizedEnvelopePerPiece = 0.01 |  | SetupFee_oversizedEnvelope = 25 |  | frontColorCost = 0.03 |  | backColorCost = 0.03 |  | inkjetAddressCost = 0.02 |  | SetupFee_inkjetAddrLessThan5k = 50 |  | purlsCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 | "
2019-01-03,"Pacific Home Loans ",62239,"FHA Spanish Drop 4 010319",231263,PMOD,1442.35,2987,0.48,25,194.155,0.065,0,742.8,unknown,unknown,14.94,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = Brown Kraft",179.22,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.03 because [color] = 4/4",,,29.87,617.53,82.02,"Andy Cody",unknown,unknown,0.03,"White 60# White, Brown Kraft Double Window,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | inkjetCost = 0.02 |  | oversizedEnvelopePerPiece = 0.01 |  | SetupFee_oversizedEnvelope = 25 |  | frontColorCost = 0.03 |  | backColorCost = 0.03 |  | inkjetAddressCost = 0.02 |  | SetupFee_inkjetAddrLessThan5k = 50 |  | purlsCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 | "
2018-12-01,"Pinnacle Lending LLC (CA LLC)",62252,PL_1201_CHECKJ_0-20K,230280,None,4384.03,8968,0.49,25,538.08,0.06,0,3725.48,unknown,unknown,,,,,,,0,742.44,-83.89,"Andy Cody",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-03,"Pinnacle Lending LLC (CA LLC)",62254,PL_1203_CHECKJ_0-20K,230282,None,2475.45,4985,0.5,25,299.1,0.06,0,2092.53,unknown,unknown,,,,,,,0,423.8,-40.88,"Andy Cody",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-03,"Pinnacle Lending LLC (CA LLC)",62256,PL_1203_CHECKJ_PURLS_0-20K,230283,None,1058.05,1999,0.53,25,119.94,0.06,0,841.34,unknown,unknown,,,,,,,0,184.92,31.79,"Andy Cody",unknown,unknown,0.02,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"Sovereign Lending Group Incorporated",62257,"SLG 5-1 Mailer 120618 WS  ",230405,PMOD,28184.94,61868,0.46,25,3712.08,0.06,0,14,unknown,unknown,,,928.02,"Redstone Master Price Matrix algorithm: 
 |  added 0 + 0.01 because [color] = 1/1
 |  added 0.005 because [papertype] = 20# & [paper_color] = Green",,,618.68,5283.78,22887.16,"Andy Cody",unknown,unknown,0.37,"Green 20# Green, #10 White Double Window,  ",Letter," | expensivePaperCost = 0.005 |  | backColorCost = 0.01 |  | purlsCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"Sovereign Lending Group Incorporated",62258,"SLG 5-1 Mailer 120618 ATL",230406,PMOD,23394.7,51340,0.46,25,3080.4,0.06,0,13811.69,unknown,unknown,,,770.1,"Redstone Master Price Matrix algorithm: 
 |  added 0 + 0.01 because [color] = 1/1
 |  added 0.005 because [papertype] = 60# & [paper_color] = Green",,,513.4,4388.9,5194.11,"Andy Cody",unknown,unknown,0.1,"Green 60# Green, #10 White Double Window,  ",Letter," | expensivePaperCost = 0.005 |  | backColorCost = 0.01 |  | purlsCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"Sovereign Lending Group Incorporated",62259,"SLG 5-1 Mailer 120618 DEN",230420,PMOD,25216.98,55345,0.46,25,3320.7,0.06,0,13034.55,unknown,unknown,,,830.18,"Redstone Master Price Matrix algorithm: 
 |  added 0 + 0.01 because [color] = 1/1
 |  added 0.005 because [papertype] =  & [paper_color] = ",,,553.45,4729.325,7453.105,"Andy Cody",unknown,unknown,0.13,"  ,  ,  ",Letter," | expensivePaperCost = 0.005 |  | backColorCost = 0.01 |  | purlsCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-08,"Print Project Managers",62264,"Bicker Holiday Card",230565,None,204.03,480,0.43,25,31.2,0.065,0,119.03,unknown,unknown,,,2.4,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] =  & [paper_color] = ",,,0,77.8,7.2,"Andy Cody",unknown,unknown,0.02,"  ,  ,  ",Letter," | expensivePaperCost = 0.005 |  | inkjetCost = 0.02 |  | inkjetAddressCost = 0.02 |  | SetupFee_inkjetAddrLessThan5k = 50 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-04,"Snap Pack Mail",62266,"Applus ID October FINALS",230328,None,907.04,2909,0.31,25,0,0,0,752.4,unknown,unknown,,,,,,,0,83.18,71.46,"Andy Cody",unknown,unknown,0.02,"Gloss Cover 100# Gloss Cover,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-03,"Snap Pack Mail",62281,"MLM - Crunch - 1.3K Drop 6",230321,None,735.76,1369,0.54,25,82.14,0.06,0,579.75,unknown,unknown,13.69,"Redstone Master Price Matrix algorithm: 
 |  added 0.01 because [snap_seal] = Pressure Seal & [snap_paper] =  Black & White",,,,,0,120.83,35.18,"Andy Cody",unknown,unknown,0.03,"White 20# White,  , Black & White Pressure Seal","Snap Pack"," | pressureSealCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-01,"Snap Pack Mail",62291,"Driving Force - Dove NON QM - Snaps - Drop 151",230325,PMOD,1443.45,4002,0.36,25,240.12,0.06,0,988.78,unknown,unknown,40.02,"Redstone Master Price Matrix algorithm: 
 |  added 0.01 because [snap_seal] = Pressure Seal & [snap_paper] =  Black & White",,,,,0,305.14,149.53,"Andy Cody",unknown,unknown,0.04,"White 20# White,  , Black & White Pressure Seal","Snap Pack"," | pressureSealCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-03,"Print Project Managers",62292,"CCB Growers PC",230330,None,237.77,593,0.4,25,0,0,0,152.77,unknown,unknown,,,,,,,0,42.79,42.21,"Andy Cody",unknown,unknown,0.07,"Gloss Cover 100# Gloss Cover,  ,  ","Post Card"," | postCardCost = 0.03 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-01,"The Data Suite",62303,"FHA 000 12-01-18 - 1st Class- ***EAGLE INDICIA***",230334,,1046.92,2155,0.49,25,140.075,0.065,0,878.82,unknown,unknown,,,10.78,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] = 20# & [paper_color] = Yellow",,,0,262.05,-93.95,"Andy Cody",unknown,unknown,-0.04,"Yellow 20# Yellow, White #10 Single Window,  ",Letter," | expensivePaperCost = 0.005 |  | inkjetCost = 0.02 |  | inkjetAddressCost = 0.02 |  | SetupFee_inkjetAddrLessThan5k = 50 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-07,"The Data Suite",62305,"FHA Refi Sept 18 - Oct 18 ***EAGLE INDICIA***",230536,PMOD,909.21,2280,0.4,25,148.2,0.065,0,576.33,unknown,unknown,,,11.4,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] = 20# & [paper_color] = Yellow",,,0,275.8,57.08,"Andy Cody",unknown,unknown,0.03,"Yellow 20# Yellow, White #10  Single Window,  ",Letter," | expensivePaperCost = 0.005 |  | inkjetCost = 0.02 |  | inkjetAddressCost = 0.02 |  | SetupFee_inkjetAddrLessThan5k = 50 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-04,"Snap Pack Mail",62307,"Applus CT DMV red - black postcard 11-29-18",230320,None,5294.63,17064,0.31,25,0,0,0,4375.24,unknown,unknown,,,,,,,0,536.92,382.47,"Andy Cody",unknown,unknown,0.02,"White Vellum Bristol 67# White Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.03 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-01,"Snap Pack Mail",62314,"Driving Force - SOC - JAY TRIG FHA-CONV-VA- B WINDOW - DROP 174",230327,None,3672.68,7590,0.48,25,455.4,0.06,0,3103.61,unknown,unknown,,,,,,,0,632.2,-63.13,"Andy Cody",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-08,"Snap Pack Mail",62324,"Driving Force - ARM - DEBT - BLUE 14 SNAP - DROP 1",230598,None,1227.8,2499,0.49,25,149.94,0.06,0,1030.37,unknown,unknown,24.99,"Redstone Master Price Matrix algorithm: 
 |  added 0.01 because [snap_seal] = Pressure Seal & [snap_paper] =  Blue on White",,,,,0,199.93,-2.4999999999999,"Andy Cody",unknown,unknown,-0,"White 20# White,  , Blue on White Pressure Seal","Snap Pack"," | pressureSealCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-04,"Snap Pack Mail",62333,"JEDI - SURPLUS RECOVERY SNAP - DROP 26",230331,None,548.8,1021,0.54,25,61.26,0.06,0,428.64,unknown,unknown,10.21,"Redstone Master Price Matrix algorithm: 
 |  added 0.01 because [snap_seal] = Pressure Seal & [snap_paper] =  Black & White",,,,,0,96.47,23.69,"Andy Cody",unknown,unknown,0.02,"  ,  , Black & White Pressure Seal","Snap Pack"," | pressureSealCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-05,"Advance Marketing Mail, Inc.",62338,"17030 LKY-288 SP SWCV CW2 82k 12-5   ",,"Drop Ship",0,82450,0,25,4947,0.06,0,0,unknown,unknown,412.25,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = Stone Dale Partners ",412.25,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] = Stonedale Partners Shell & [paper_color] = ",,,0,6646,-6646,"Andy Cody",unknown,unknown,-0.08," Stonedale Partners Shell , Stone Dale Partners  Single Window- Provided,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | expensivePaperCost = 0.005 |  | oversizedEnvelopePerPiece = 0.01 |  | SetupFee_oversizedEnvelope = 25 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 | "
2018-12-05,"Mail King USA",62343,"Got Junk Biz Dec",230377,"Drop Ship",4944.73,16738,0.3,25,0,0,0,3950.78,unknown,unknown,,,,,,,0,527.14,466.81,"Andy Cody",unknown,unknown,0.03,"Gloss Cover 100# Gloss Cover,  ,  ","Post Card"," | postCardCost = 0.03 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-03,"Nationwide Marketing Services",62344,USAPSTX120318,230341,None,7375,25000,0.3,25,0,0,0,6616.25,unknown,unknown,,,,,,,0,525,233.75,"Andy Cody",unknown,unknown,0.01,"Yellow Vellum Bristol 67# Yellow Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-05,"Mail King USA",62345,"Got Junk res",230408,,762.29,3148,0.24,25,0,0,0,582.48,unknown,unknown,,,,,,,0,119.44,60.37,"Andy Cody",unknown,unknown,0.02,"Gloss Cover 100# Gloss Cover,  ,  ","Post Card"," | postCardCost = 0.03 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-03,"Nationwide Marketing Services",62346,USAPSND120318,230342,None,737.5,2500,0.3,25,0,0,0,656.04,unknown,unknown,,,,,,,0,75,6.46,"Andy Cody",unknown,unknown,0,"Yellow Vellum Bristol 67# Yellow Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-03,"Nationwide Marketing Services",62347,USAPSSC120318,230343,None,737.5,2500,0.3,25,0,0,0,664.18,unknown,unknown,,,,,,,0,75,-1.6799999999999,"Andy Cody",unknown,unknown,-0,"Yellow Vellum Bristol 67# Yellow Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-03,"Nationwide Marketing Services",62348,USAPSFL120318,230345,None,3355.63,11375,0.3,25,0,0,0,3018.89,unknown,unknown,,,,,,,0,252.5,84.24,"Andy Cody",unknown,unknown,0.01,"Yellow Vellum Bristol 67# Yellow Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"Nationwide Marketing Services",62349,EGIS2500k120318,230348,None,725,2501,0.29,25,0,0,0,666.59,unknown,unknown,,,,,,,0,75.02,-16.61,"Andy Cody",unknown,unknown,-0.01,"Yellow Vellum Bristol 67# Yellow Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"Nationwide Marketing Services",62350,EGIS2500k120418,230349,None,725,2501,0.29,25,0,0,0,664.4,unknown,unknown,,,,,,,0,75.02,-14.42,"Andy Cody",unknown,unknown,-0.01,"Yellow Vellum Bristol 67# Yellow Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"Nationwide Marketing Services",62351,EGIS2500k120618,230350,None,725,2501,0.29,25,0,0,0,665.83,unknown,unknown,,,,,,,0,75.02,-15.85,"Andy Cody",unknown,unknown,-0.01,"Yellow Vellum Bristol 67# Yellow Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"Nationwide Marketing Services",62352,EGIS2500k120718,230352,None,725,2501,0.29,25,0,0,0,663.52,unknown,unknown,,,,,,,0,75.02,-13.54,"Andy Cody",unknown,unknown,-0.01,"Yellow Vellum Bristol 67# Yellow Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"Nationwide Marketing Services",62353,EGIS4k120318,230353,None,1160,4001,0.29,25,0,0,0,1066.86,unknown,unknown,,,,,,,0,105.02,-11.88,"Andy Cody",unknown,unknown,-0,"Yellow Vellum Bristol 67# Yellow Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"Sovereign Lending Group Incorporated",62354,"FHA FDL Mailer A",230419,PMOD,15931.87,28236,0.56,25,1694.16,0.06,0,6856.91,unknown,unknown,,,1129.44,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,282.36,3130.96,5944,"Andy Cody",unknown,unknown,0.21,"White 60# White, #10 White Half Window,  ",Letter," | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | purlsCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"Nationwide Marketing Services",62355,EGIS4k120618,230354,None,1160,4001,0.29,25,0,0,0,1064.38,unknown,unknown,,,,,,,0,105.02,-9.4000000000001,"Andy Cody",unknown,unknown,-0,"Yellow Vellum Bristol 67# Yellow Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"Nationwide Marketing Services",62356,EGIS4k120718,230355,None,1160,4001,0.29,25,0,0,0,1063.04,unknown,unknown,,,,,,,0,105.02,-8.06,"Andy Cody",unknown,unknown,-0,"Yellow Vellum Bristol 67# Yellow Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"The Data Suite",62357,"Allied ARM East - IH 12-10-18",230532,,1583.29,3348,0.47,25,200.88,0.06,0,1372.37,unknown,unknown,,,,,,,0,225.88,-14.96,"Andy Cody",unknown,unknown,-0,"White 20# White,  , White 20# Converted","Snap Pack"," | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
