export_created,job_id,high_priority,req_inkjet,export_company_name,name,qty_est,qty,jobtype,num_inserts,color,export_duedate,export_cur_status,purls,delivery,export_coordinator,paid,invoice,postage_class,postage_type,postage_amt,postage_affixed,postage_due,total,dist_type,mailsize,papertype,fold_type,snap_seal,snap_paper,paper_color,envelopepaper,envelopetype,permit,export_vend_name,export_sales,bw_color,simp_dup,rsm_provided_data,custom_envelope,variable_streetview,data_cost,parent_sheet_size,freight,quoted,add_expenses,clicks_n_paper,labor,production_notes,sf_freight,sf_pmod,sf_quoted,sf_clicks_paper,sf_labor,sf_data,sf_data_po,sf_outside_print,sf_op_po,sf_addit_expense,sf_addit_po
2018-11-19 09:14:02,61826,,0,"Reliant Home Funding, Inc - Carmelo",Reliant Carmelo Z Fold Triggers 120718,1350,1351,Snap Pack,,4/1,2018-12-07 00:00:00,Done,0,,Tori Randell,true,229834,First Class Pre-Sort,Permit Imprint,555.75,,,1077.10,,,,Z-Fold,Pressure Seal,White on White,,,,1935,"[""RS W.Sac""]",Justin Restaino,1,2,0,0,0,,8.5x14,,,,,,"WAIT FOR CLIENT TO ANSWER ON PHONE CALL

QTY:  1350
Color: 4/1
Paper: 8.5X14, Z-fold pressure seal WHT/WHT
Folding: Z-Fold & Pressure Seal

BRING SAMPLE TO TORI FOR PROOFIING!!!!! PRINT LONG EDGE

NOTE: THIS JOB HAS VARIABLE IMAGES/ TEMPLATE ON THE FRONT (STATE MAILED TO) 

Mail

Sort, bundle and Tray -First Class Pre-sort      Due:12/7/2018
",,,,,,,,,,,
2018-11-19 09:14:37,61827,,0,"Reliant Home Funding, Inc - Carmelo",Reliant Carmelo Z Fold Triggers 121418,1350,1352,Snap Pack,,4/1,2018-12-14 00:00:00,Done,0,,Tori Randell,true,229835,First Class Pre-Sort,Permit Imprint,0.00,,,1077.10,,,,Z-Fold,Pressure Seal,White on White,,,,1935,"[""RS W.Sac""]",Justin Restaino,1,2,0,0,0,,8.5x14,,,,,,"WAIT FOR CLIENT TO ANSWER ON PHONE CALL

QTY:  1350
Color: 4/1
Paper: 8.5X14, Z-fold pressure seal WHT/WHT
Folding: Z-Fold & Pressure Seal

BRING SAMPLE TO TORI FOR PROOFIING!!!!! PRINT LONG EDGE

NOTE: THIS JOB HAS VARIABLE IMAGES/ TEMPLATE ON THE FRONT (STATE MAILED TO) 

Mail

Sort, bundle and Tray -First Class Pre-sort      Due: 12/14/2018
",,,,,,,,,,,
2018-11-21 16:57:45,62026,,0,Low VA Rates (Lehi Branch),Past Client Cashout 12/05,5000,4096,Snap Pack,,4/4,2018-12-06 00:00:00,Done,1,,Lindsey Hemphill,true,230522,Standard,Permit Imprint,1116.74,,,2067.25,PMOD,,20#,C-Fold,,White on White,White,,,,"[""RS W.Sac""]",Andy Cody,1,2,0,0,0,,8.5x11,,,,,,"PRINT 4/4
8.5x11 WHITE/WHITE half fold pressure seal form

HALF-FOLD & pressure seal

MAIL sort, bundle, & tray - PMOD 12/06",,,,,,,,,,,
2018-11-27 10:25:41,62099,,0,PubClub Leads,OBL103,18500,18435,Snap Pack,,1/1,2018-12-04 00:00:00,Done,0,,Dorothy Nanai,true,230356,Standard,Permit Imprint,5046.09,,,7593.35,None,,20#,C-Fold,Pressure Seal,Green Window Check Snaps,White,,,,"[""RS W.Sac""]",Contact user not set,0,2,0,0,0,,8.5x11,,,,,,"PRINT
1/1
Print 8.5x11 GREEN WINDOW CHECK SNAP PRESSURE SEAL PAPER

FOLD
Tri-fold and Snap

MAIL
Sort, bundle, and tray - Standard 12/3/2018",,,,,,,,,,,
2018-11-27 12:32:35,62112,,0,Citracado Market Advisors,RTB Drop 2,11000,10971,Snap Pack,,1/1,2018-12-01 00:00:00,Done,0,,Dorothy Nanai,true,230143,First Class Pre-Sort,Permit Imprint,4491.67,,,5152.99,,,20#,Z-Fold,Pressure Seal,White on White,White,,,,"[""RS W.Sac""]",Andy Cody,0,2,0,0,0,,8.5x14,,,,,,"PRINT
1/1
Print 8.5x14 Z-Fold Pressure Seal Paper WHT/WHT

FOLD
Z-Fold and Snap

MAIL
Sort, bundle, and tray - 1st lass 12/1/2018",,,,,,,,,,,
2018-11-27 12:33:30,62113,,0,Citracado Market Advisors,RTB Drop 3,11000,10973,Snap Pack,,1/1,2018-12-07 00:00:00,Done,0,,Dorothy Nanai,true,230149,First Class Pre-Sort,Permit Imprint,4500.03,,,5161.47,,,20#,Z-Fold,Pressure Seal,White on White,White,,,,"[""RS W.Sac""]",Andy Cody,0,2,0,0,0,,8.5x14,,,,,,"PRINT
1/1
Print 8.5x14 Z-Fold Pressure Seal Paper WHT/WHT

FOLD
Z-Fold and Snap

MAIL
Sort, bundle, and tray - 1st lass 12/07/2018",,,,,,,,,,,
2018-11-27 12:34:24,62114,,0,Citracado Market Advisors,RTB Drop 4,11004,10964,Snap Pack,,1/1,2018-12-08 00:00:00,Done,0,,Dorothy Nanai,true,230152,First Class Pre-Sort,Permit Imprint,4501.84,,,5162.75,None,8.5x14,,Z-Fold,Pressure Seal,White on White,,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,8.5x14,,,,,,"PRINT
1/1
Print 8.5x14 Z-Fold Pressure Seal Paper WHT/WHT

FOLD
Z-Fold and Snap

MAIL
Sort, bundle, and tray - 1st lass 12/8/2018",,,,,,,,,,,
2018-11-27 12:35:20,62115,,0,Citracado Market Advisors,RTB Drop 5,11004,10967,Snap Pack,,1/1,2018-12-14 00:00:00,Done,0,,Dorothy Nanai,true,230153,First Class Pre-Sort,Permit Imprint,4494.68,,,5155.77,None,8.5x14,,Z-Fold,Pressure Seal,White on White,,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,8.5x14,,,,,,"PRINT
1/1
Print 8.5x14 Z-Fold Pressure Seal Paper WHT/WHT

FOLD
Z-Fold and Snap

MAIL
Sort, bundle, and tray - 1st lass 12/15/2018",,,,,,,,,,,
2018-11-27 12:36:26,62116,,0,Citracado Market Advisors,RTB Drop 6,11004,10962,Snap Pack,,1/1,2018-12-15 00:00:00,Done,0,,Dorothy Nanai,true,230154,First Class Pre-Sort,Permit Imprint,4494.67,,,5155.47,None,8.5x14,,Z-Fold,Pressure Seal,White on White,,,,1935,"[""RS W.Sac""]",Andy Cody,0,2,0,,0,,8.5x14,,,,,,"PRINT
1/1
Print 8.5x14 Z-Fold Pressure Seal Paper WHT/WHT

FOLD
Z-Fold and Snap

MAIL
Sort, bundle, and tray - 1st lass 12/15/2018",,,,,,,,,,,
2018-11-27 17:38:30,62138,,0,Nations Lending - CORP,Nations Lending Variable Image Trigger 20,8000,7049,Letter,1,4/1,2018-12-08 00:00:00,Done,0,,Dorothy Nanai,true,230566,First Class Pre-Sort,Permit Imprint,2893.92,,,4183.65,,8.5x11,20#,,,,White,,,,"[""RS W.Sac""]",Bobby Caruso,1,2,0,0,1,,8.5x11,,,,,,"PRINT
4/1
Print 8.5x11 60# bond white paper

FOLD
Tri-fold

INSERT (1)
Insert letter into #10 half window white envelope with 1st class indicia

MAIL
Sort, bundle, and tray - 1st class 12/7/2018",,,,,,,,,,,
2018-11-28 09:45:25,62156,,0,Amerilist Inc,A La Mode Weddings 26115,750,783,Post Card,,4/4,2018-12-06 00:00:00,Done,0,,Venus De Coy,true,230357,Standard,Permit Imprint,190.41,,,343.64,PMOD,4 x 6,100#,,,,Gloss Cover,,,,"[""RS W.Sac""]",Jared Phillips,1,2,0,0,0,,12x18,,,,,,"PRINT: 
4/4 
4 up on 12 x 18 #100 Gloss Cover 

CUT to final size of 5 x 8 Postcard - NO BLEEDS 

MAIL 
Sort, bundle and tray 
Mail Standard - PMOD 

Due Date: 12/5",,,,,,,,,,,
2018-11-28 11:34:13,62180,,0,"JWH Financial, Inc",JWH trigger 120718   ,9003,9002,Letter,1,4/1,2018-12-06 00:00:00,Done,0,,Megan Thompson,true,230440,First Class Pre-Sort,Permit Imprint,3647.46,,,7117.20,None,8.5x11,60#,,,,White,#10 White,Half Window,1935,"[""RS W.Sac""]",Justin Restaino,1,2,1,1,1,,8.5x11,,,,,,"Print
4/1 8.5x11 60# white paper

Fold
Tri- fold letters

Insert
Insert into #10 half window white with FC permit 1935 (box style)

Mail
Sort, bundle & tray - First Class Pressort   Due: 12/06/2018",,,,,,,,,,,
2018-11-28 12:01:36,62188,,0,Fusion Growth Partners,Anna Wang Homes Drop 1,89,90,Letter,1,4/0,2018-12-03 00:00:00,Done,0,,Lindsey Gonzales,true,230247,Full Rate (Stamp Only),Stamp,45.00,44.10,0.00,73.00,,,70# (67.5#),,,,White,#10 White,Regular,,"[""RS W.Sac""]",Andy Cody,1,1,0,1,0,,8.5x11,,,,,,"PRINT ENVELOPE AND LETTER ON SAME MACHINE. INCREASE DPI TO MATCH COLOR OF PDF
 
PART 1-
PRINT 4/0 LOGO ""Anna Wang Homes Drop 1"" AND VARIABLE ADDRESS ON #10 REGULAR WHITE ENV.

**TAKE ENVELOPE TO TORI R. TO CONFIRM COLOR QUALITY BEFORE YOU BUNDLE SORT AND TRAY**

APPLY FULL RATE FIRST CLASS STAMP

MATCH WITH PART 2 AT INSERTER.
************************************************************************
PART 2- MATCH MAILING!!!

PRINT QTY:90

PRINT ENVELOPE AND LETTER ON SAME MACHINE. INCREASE DPI TO MATCH COLOR OF PDF 

4/0 PAGE 1 and 4/0 PAGE 2 ON 8.5 X 11 WHITE 70#

TRI FOLD 2 SHEETS***

**TAKE ENVELOPE AND LETTER TO TORI R. TO CONFIRM COLOR QUALITY BEFORE YOU BUNDLE SORT AND TRAY**

INSERT 2 SHEETS INTO CUSTOM COLOR ""Anna Wang Homes Drop 1"" #10 ENV. SEE SAMPLE PRINTED WITH PART 1.

BUNDLE SORT AND TRAY

DUE DATE 12-03-2018


",,,,,,,,,,,
2018-11-28 13:46:19,62203,,0,Quant Squared,62192 Monster VA 11.26.2018 AP,23380,23285,Letter,1,1/1,2018-12-24 00:00:00,Hold,0,,Megan Thompson,true,2302221,Standard,Permit Imprint,0.00,,,1629.95,Drop Ship,,,,,,,,,1935,"[""RS - MTZ Processing"",""Atlanta Redstone Producton""]",Justin Restaino,0,2,0,0,0,,,,,,,,"PRINT
1/1 70# White Letter

INSERT
#10 Single window envelope w preprinted 1935 permit

Freight Wednesday 12/12",,,,,,,,,,,
2018-11-28 15:16:04,62215,,0,The Data Suite,VA Active Snap Mailer drop 75,800,812,Snap Pack,,1/1,2018-12-01 00:00:00,Done,0,,Lillian Fansler,true,230337,First Class Pre-Sort,Permit Imprint,340.08,,,426.24,,8.5x11,20#,C-Fold,Converted,White 20#,White,,,,"[""RS W.Sac""]",Andy Cody,0,2,0,0,0,,8.5x11,,,,,,"Print
1/1 black
8.5x11 70# white

Tri fold and snap

Sort and delivery to post office",,,,,,,,,,,
2018-11-28 15:17:24,62216,,1,Print Project Managers,HHP Envelopes,2000,2000,Print / Other,,,2018-12-07 00:00:00,Done,0,,Lindsey Hemphill,true,230208,,,0.00,,,85.00,Will Call,,,,Pressure Seal,,,,,,"[""RS W.Sac""]",Andy Cody,,,,0,,,,,,,,,"PRINT 1/0
(""#9 Reply"" in Print folder)
#9 regular BLUE envelopes
QTY: 1,000

Please bring to the front office & notify Lindsey H. or Ashley.
Client will be picking up",,,,,,,,,,,
2018-11-28 16:06:45,62217,,1,The Data Suite,VA April Streamline ***EAGLE INDICIA***,1896,1799,Letter,1,1/0,2018-12-01 00:00:00,Done,0,,Lillian Fansler,true,230319,Standard,Permit Imprint,455.62,,,685.40,PMOD,8.5x11,20#,,,,Yellow,White #10,Single Window,,"[""RS W.Sac""]",Andy Cody,0,1,0,1,0,,8.5x11,,,,,,"PART 1 Envelope
Inkjet Return Address: Use # 10 Single Window with standard ***EAGLE indicia*** 
**NO SUBSTITUTIONS MUST BE EAGLE**

For Return Mail 
31726 Rancho Viejo Rd, STE 209 
SJC, CA 92675


PART 2 Letter
1/0
8.5 x 11 #20 YELLOW paper

Tri-fold

Insert(1)
Into Standard Class single window env with 1935 ***EAGLE INDICIA*** 
**NO SUBSTITUTIONS MUST BE EAGLE**


Mail
Sort, bundle & tray

Prepare for delivery to the P.O- PMOD --12/01/18",,,,,,,,,,,
2018-11-28 17:38:24,62222,,1,Print Project Managers,FCRC - FC,768,767,Letter,2,4/4,2018-12-03 00:00:00,Done,0,,Lindsey Hemphill,true,230254,First Class Pre-Sort,Stamp,314.48,191.75,122.73,529.24,None,,60#,,,,White,#10 White,Single Window,,"[""RS W.Sac""]",Andy Cody,1,2,0,1,0,,8.5x11,,,,,,"PART # 1 of 2 - Envelopes

PRINT 4/0
(""#10 - FC"" in Print folder)
#10 Single Window white envelopes
QTY: 850

PRINT 1/0
(""#9 Reply"" in Print folder)
#9 regular white envelopes
QTY: 850

STAGE at inserter to meet with PART #2

PART # 2 of 2 - Nest & Fold

PRINT 4/4
8.5x11 60# white paper

(3 Sheets/6 Sides)

NEST & FOLD on the feeder folder

INSERT (2) into CUSTOM #10 SW White envelope from PART #1
-nested letters
-#9 reply

APPLY pre-cancelled 1st class stamps & Mailers Postmark

MAIL sort, bundle, & tray - 1st class 11/30",,,,,,,,,,,
2018-11-29 08:21:55,62230,,0,Liberty Debt Relief,LLGRS52 - No Url - Standard ,20000,19855,Snap Pack,,1/1,2018-12-03 00:00:00,Done,0,,Dorothy Nanai,true,230258,Standard,Permit Imprint,5464.75,,,6700.91,None,,20#,C-Fold,Pressure Seal,Blue Window Check Snaps,White,,,,"[""RS W.Sac""]",Heather Lunsford,0,2,0,0,0,,8.5x11,,,,,,"PRINT
1/1
Print 8.5x11 Blue window check snap pressure seal paper

FOLD
Tri-fold and Snap

MAIL
Sort, bundle, and tray - Standard 12/3/2018",,,,,,,,,,,
2018-11-29 08:26:38,62232,,0,The Data Suite,FHA IH 12-3-18 - CA-WA,5500,5493,Letter,1,1/1,2018-12-01 00:00:00,Done,0,,Lillian Fansler,true,230288,First Class Pre-Sort,Permit Imprint,2156.80,,,2640.19,,8.5x11,20#,,,,Yellow,#10 White,Double Window,,"[""RS W.Sac""]",Andy Cody,0,2,0,0,0,,8.5x11,,,,,,"Print
1/0

8.5 x 11 #20 Yellow paper

Tri-fold

Insert(1)
Into #10 WHITE DOUBLE WINDOW ENVELOPE WITH EAGLE INDICIA 1935
**MUST BE EAGLE INDICIA!** **NO SUBSTIUTIONS**
BRING TO LILLY OR DENNY TO SIGN OFF ON EAGLE INDICIA 

Mail
Sort, bundle & tray 

Prepare for delivery to the P.O

",,,,,,,,,,,
2018-11-29 08:49:56,62233,,0,Amerilist Inc,AARP Medicare Puzzle 6x9 Post Card PO 26151,440,445,Post Card,,4/4,2018-12-03 00:00:00,Done,0,,Venus De Coy,true,230302,Standard,Permit Imprint,115.50,,,217.70,PMOD,6 x 9,#100,,,,White Gloss Cover,,,,"[""RS W.Sac""]",Jared Phillips,1,2,0,0,0,,13x19,,,,,,"SHEET COUNT: 

PRINT: 
4/4 
4 up on 13 x 19 - #100 Gloss Cover 

CUT to final size of 6 x 9 - No Bleeds 

MAIL: 
Sort. bundle and tray 
Mail Standard Mail - PMOD 

Due Date: 12/5 ",,,,,,,,,,,
2018-11-29 09:04:03,62234,,1,Print Project Managers,FCRC - S,791,789,Letter,2,4/4,2018-12-03 00:00:00,Done,0,,Lindsey Hemphill,true,230257,Standard,Stamp,218.11,78.90,139.21,439.03,None,,60#,,,,White,#10 White,Single Window,,"[""RS W.Sac""]",Andy Cody,1,2,0,1,0,,8.5x11,,,,,,"PART # 1 of 2 - Envelopes

PRINT 4/0
(""#10 - Standard"" in Print folder)
#10 Single Window white envelopes
QTY: 850

PRINT 1/0
(""#9 Reply"" in Print folder)
#9 regular white envelopes
QTY: 850

STAGE at inserter to meet with PART #2

PART # 2 of 2 - Nest & Fold

PRINT 4/4
8.5x11 60# white paper

(3 Sheets/6 Sides)

NEST & FOLD on the feeder folder

INSERT (2) into CUSTOM #10 SW White envelope from PART #1
-nested letters
-#9 reply

APPLY pre-cancelled Standard stamps & Mailers Postmark

MAIL sort, bundle, & tray - Standard 11/30",,,,,,,,,,,
2018-11-29 09:16:00,62237,,1,Pacific Home Loans ,FHA Spanish Drop 2 120618,3000,3001,Letter,1,4/4,2018-12-06 00:00:00,Done,1,,Tori Randell,true,230409,Standard,Permit Imprint,744.62,,,1448.48,PMOD,,60#,,,,White,#10 Brown Kraft,Single Window,1935,"[""Denver Redstone Production""]",Andy Cody,1,2,0,1,0,,8.5x14,,,,,,"PRINT QTY: 3001

CUT DOWN 11X17 PAPER TO LEGAL SIZE 

4/4 PRINT 8.5X14  White  60# 

FOLD: TRI-FOLD LETTER

INKJET TAGLINE - #10 SINGLE WINDOW BROWN KRAFT  ENVELOPE WITH STANDARD EAGLE PERMIT #1935 (SEE ARTWORK ATTACHED) 

TAGLINE: 

IMPORTANT INFORMATION REGARDING YOUR 
FHA MORTGAGE- PLEASE OPEN IMMEDIATELY

IMFORMACION IMPORTANTE ACERCA
DE TU PRESTAMO DE CASA

INSERT - INSERT LETTER INTO THE #10 SINGLE WINDOW BROWN KRAFT  ENVELOPE WITH STANDARD EAGLE PERMIT #1935 AND TAGLINE

MAIL - SORT, BUNDLE, TRAY AND BAG

PREPARE FOR DELIVERY TO THE PO

PMOD - THURSDAY 12/06",,,,,,,,,,,
2018-11-29 09:17:05,62238,,1,Pacific Home Loans ,FHA Spanish Drop 3 121318,3000,2996,Letter,1,4/4,2018-12-13 00:00:00,Done,1,,Tori Randell,true,230655,Standard,Permit Imprint,742.96,,,1446.12,PMOD,,60#,,,,White,Brown Kraft,Double Window,1935,"[""Denver Redstone Production""]",Andy Cody,1,2,0,1,0,,8.5x11,,,,,,"PRINT QTY: 2996

CUT DOWN 11X17 PAPER TO LEGAL SIZE 

4/4 PRINT 8.5X14 White 60# 

FOLD: TRI-FOLD LETTER

INKJET TAGLINE - #10 SINGLE WINDOW BROWN KRAFT ENVELOPE WITH STANDARD EAGLE PERMIT #1935 (SEE ARTWORK ATTACHED) 

TAGLINE: 

IMPORTANT INFORMATION REGARDING YOUR 
FHA MORTGAGE- PLEASE OPEN IMMEDIATELY

IMFORMACION IMPORTANTE ACERCA
DE TU PRESTAMO DE CASA

INSERT - INSERT LETTER INTO THE #10 SINGLE WINDOW BROWN KRAFT ENVELOPE WITH STANDARD EAGLE PERMIT #1935 AND TAGLINE

MAIL - SORT, BUNDLE, TRAY AND BAG

PREPARE FOR DELIVERY TO THE PO

PMOD - THURSDAY 12/13/2018",,,,,,,,,,,
