job_due_date,client,job_num,job_name,invoice_num,pmod_or_freight,gross_billed,quantity,pricing,postal_prep,production_cost,per_piece,data_cost,postage_psi,data_po_num,three_point_five_percent_cc_fee,special_product_envelopes_env_printing,special_product_envelopes_env_printing_notes,paper_color_print_cost,paper_color_print_cost_notes,shipping_pmod_cost_finishes,shipping_per_piece,misc_cost_pmod_labor_purl_var_img,gross_cost,net_gross_margin_for_labor,sales_rep,comm_paid,new_client,gross_margin_per_piece,comments_descriptions,production_type,all_added_costs
2018-12-15,"Liberty Debt Relief",62872,"LLG RS57 STANDARD NO URL ",230797,None,13376.43,39863,0.34,25,1993.15,0.05,0,10919.79,unknown,unknown,,,,,,,0,2815.41,-358.77,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-14,"Liberty Debt Relief",62879,"LLGRS34 REMAIL NO URL FIRST ",230785,None,10890.78,23120,0.47,25,1156,0.05,0,9409.22,unknown,unknown,,,,,,,0,1643.4,-161.84,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-15,"Liberty Debt Relief",62882,"LLGRS35RE URL NEEDED",230860,None,10063.98,21338,0.47,25,1066.9,0.05,0,8694.69,unknown,unknown,,,,,,,0,1518.66,-149.37,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-18,"Think Ink Admin",62928,"SQS Holiday Card",230957,None,146.16,4176,0.04,25,271.44,0.065,0,0,unknown,unknown,20.88,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = White",20.88,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] = Supplied & [paper_color] = White",,,0,572,-425.84,"Heather Lunsford",unknown,unknown,-0.1,"White Supplied White, White 5.5x8.25,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | expensivePaperCost = 0.005 |  | inkjetCost = 0.02 |  | oversizedEnvelopePerPiece = 0.01 |  | SetupFee_oversizedEnvelope = 25 |  | inkjetAddressCost = 0.02 |  | SetupFee_inkjetAddrLessThan5k = 50 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 | "
2018-12-18,"Think Ink Admin",62938,"Dodd Holiday Card",230958,None,75,1831,0.04,25,119.015,0.065,0,0,unknown,unknown,9.16,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = White",9.16,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] = Supplied & [paper_color] = White",,,0,278.875,-203.875,"Heather Lunsford",unknown,unknown,-0.11,"White Supplied White, White 5.5x8.25,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | expensivePaperCost = 0.005 |  | inkjetCost = 0.02 |  | oversizedEnvelopePerPiece = 0.01 |  | SetupFee_oversizedEnvelope = 25 |  | inkjetAddressCost = 0.02 |  | SetupFee_inkjetAddrLessThan5k = 50 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 | "
2018-12-22,"Liberty Debt Relief",63025,"LLGRS58 NO URL STANDARD ",230978,None,20275.9,60772,0.33,25,3038.6,0.05,0,16543.81,unknown,unknown,,,,,,,0,4279.04,-546.95,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-26,"UDC LLC",63080,"UDC Control Half 12.26 AP",231009,PMOD,2139.26,4221,0.51,25,274.365,0.065,0,1115.09,unknown,unknown,,,21.11,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] =  & [paper_color] = ",,,0,320.47,703.7,"Heather Lunsford",unknown,unknown,0.17,"  ,  ,  ",Letter," | expensivePaperCost = 0.005 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-26,"UDC LLC",63095,"UDC Control Half 12.26 CP ",231009,PMOD,2139.26,1968,1.09,25,127.92,0.065,0,527.39,unknown,unknown,,,9.84,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] = 20# & [paper_color] = Pink",,,0,162.76,1449.11,"Heather Lunsford",unknown,unknown,0.74,"Pink 20# Pink, #10 White Half Window,  ",Letter," | expensivePaperCost = 0.005 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-31,"Castle Peak Mortgage, LLC",63108,"Castle Peak 122818",231023,,1115.21,1983,0.56,25,128.895,0.065,0,768.68,unknown,unknown,,,79.32,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,69.41,302.62,43.91,"Heather Lunsford",unknown,unknown,0.02,"White 20# White,  ,  ",Letter," | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | streetViewCost = 0.035 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-29,"MhetaData, Inc.",63126,"Larry S Buckley Attorney Direct Mail LSB11816",231140,None,4125.68,24792,0.17,25,1487.52,0.06,0,0,unknown,unknown,,,1611.48,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.03 because [color] = 4/4
 |  added 0.005 because [papertype] = 70# & [paper_color] = White",,,0,3991.72,133.96,"Heather Lunsford",unknown,unknown,0.01,"White 70# White, #10 White Regular,  ",Letter," | expensivePaperCost = 0.005 |  | inkjetCost = 0.02 |  | frontColorCost = 0.03 |  | backColorCost = 0.03 |  | inkjetAddressCost = 0.015 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-29,"Liberty Debt Relief",63306,"LLG RS59 Standard No URL Needed ",231160,None,18340.98,54805,0.33,25,2740.25,0.05,0,14972.87,unknown,unknown,,,,,,,0,3861.35,-493.24,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-02,"UDC LLC",63350,"UDC Control Half 1.2 AP",231221,PMOD,2168.5,4279,0.51,25,278.135,0.065,0,1129.15,unknown,unknown,,,21.4,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] = 20# & [paper_color] = Pink",,,0,324.53,714.82,"Heather Lunsford",unknown,unknown,0.17,"Pink 20# Pink, #10 White Half Window,  ",Letter," | expensivePaperCost = 0.005 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-02,"UDC LLC",63351,"UDC Control Half 1.2 CP",231221,PMOD,2168.5,1996,1.09,25,129.74,0.065,0,524.48,unknown,unknown,,,9.98,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] = 20# & [paper_color] = Pink",,,0,164.72,1479.3,"Heather Lunsford",unknown,unknown,0.74,"Pink 20# Pink, #10 White Half Window,  ",Letter," | expensivePaperCost = 0.005 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-04,"Liberty Debt Relief",63525,"LLGRS60 FIRST - URL NEEDED - 7 WEEK   ",231310,None,14052.59,29887,0.47,25,1494.35,0.05,0,12144.71,unknown,unknown,,,,,,,0,2117.09,-209.21,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-05,"Liberty Debt Relief",63531,"LLG REMAIL RS36 NO URL  ",231343,None,2721.52,5772,0.47,25,346.32,0.06,0,2332.88,unknown,unknown,,,,,,,0,486.76,-98.12,"Heather Lunsford",unknown,unknown,-0.02,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-05,"Liberty Debt Relief",63532,"LLG RS37 REMAIL NO URL ",231340,None,20252.99,43133,0.47,25,2156.65,0.05,0,17510.61,unknown,unknown,,,,,,,0,3044.31,-301.93,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-05,"Elite Funding",63536,2019-1,231316,,1555.19,2846,0.55,25,184.99,0.065,0,1168.77,unknown,unknown,,,85.38,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0 because [color] = 4/0",,,0,295.37,91.05,"Heather Lunsford",unknown,unknown,0.03,"White 20# White,  ,  ",Letter," | frontColorCost = 0.03 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-07,"Liberty Debt Relief",63537,"LLGRS61 T3 STD NO URL ( SUP - ALL )  ",231354,None,5080.29,14952,0.34,25,897.12,0.06,0,4143.22,unknown,unknown,,,,,,,0,1221.16,-284.09,"Heather Lunsford",unknown,unknown,-0.02,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-07,"Liberty Debt Relief",63538,"LLGRS62 T1 STD NO URL ( SUPP - 7 WK ) ",231356,None,1714.2,4906,0.35,25,294.36,0.06,0,1389.93,unknown,unknown,,,,,,,0,417.48,-93.21,"Heather Lunsford",unknown,unknown,-0.02,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-07,"Liberty Debt Relief",63540,"LLGRS63 T2 STD ( SUPP - 7 WK )",231347,None,1741.18,4980,0.35,25,298.8,0.06,0,1412.4,unknown,unknown,49.8,"Redstone Master Price Matrix algorithm: 
 |  added 0.01 because [snap_seal] = Pressure Seal & [snap_paper] =  White 20#",,,,,0,373.6,-44.82,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , White 20# Pressure Seal","Snap Pack"," | pressureSealCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-09,"UDC LLC",63584,"UDC Control Half 1.9 AP",231380,PMOD,2195.02,4366,0.5,25,283.79,0.065,0,1147.06,unknown,unknown,,,21.83,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] =  & [paper_color] = ",,,0,330.62,717.34,"Heather Lunsford",unknown,unknown,0.16,"  ,  ,  ",Letter," | expensivePaperCost = 0.005 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-09,"UDC LLC",63585,"UDC Control Half 1.9 CP ",231380,PMOD,2195.02,1987,1.1,25,129.155,0.065,0,521.8,unknown,unknown,,,9.94,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] = 20# & [paper_color] = Pink",,,0,164.09,1509.13,"Heather Lunsford",unknown,unknown,0.76,"Pink 20# Pink, #10 White Half Window,  ",Letter," | expensivePaperCost = 0.005 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-11,"Liberty Debt Relief",63829,"LLGRS64 T4 FST ( SUPP - 7 WK ) URL NEEDED ",231521,None,12703.37,26979,0.47,25,1348.95,0.05,0,10978.69,unknown,unknown,,,,,,,0,1913.53,-188.85,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-11,"Liberty Debt Relief",63862,"LLG RS39  RE  FST  No URL Needed ",231544,None,26557.43,56785,0.47,25,2839.25,0.05,0,22954.97,unknown,unknown,,,,,,,0,3999.95,-397.49,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-11,"Liberty Debt Relief",63863,"LLGRS40 FIRST CLASS URL NEEDED 1.11.19",231547,None,16197.49,34622,0.47,25,1731.1,0.05,0,13991.37,unknown,unknown,,,,,,,0,2448.54,-242.42,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-12,"Liberty Debt Relief",63890,"LLGRS41 RE FIRST NO URL",231560,None,19387.07,41274,0.47,25,2063.7,0.05,0,16761.81,unknown,unknown,,,,,,,0,2914.18,-288.92,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-14,"Liberty Debt Relief",63930,"LLG RS65 STD NO URL ",231582,None,6762.41,19973,0.34,25,1198.38,0.06,0,5519.06,unknown,unknown,,,,,,,0,1622.84,-379.49,"Heather Lunsford",unknown,unknown,-0.02,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-16,"UDC LLC",63973,"UDC Control Half 1.16 AP  ",231637,PMOD,2306.88,4607,0.5,25,299.455,0.065,0,1209.59,unknown,unknown,,,23.04,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] = 20# & [paper_color] = Pink",,,0,347.49,749.8,"Heather Lunsford",unknown,unknown,0.16,"Pink 20# Pink, #10 White Half Window,  ",Letter," | expensivePaperCost = 0.005 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-16,"UDC LLC",63977,"UDC Control Half 1.16 CP  ",231637,PMOD,2306.88,2075,1.11,25,134.875,0.065,0,542.46,unknown,unknown,,,10.38,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [papertype] = 20# & [paper_color] = Pink",,,0,170.25,1594.17,"Heather Lunsford",unknown,unknown,0.77,"Pink 20# Pink, #10 White Half Window,  ",Letter," | expensivePaperCost = 0.005 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-18,"Liberty Debt Relief",64173,"LLGRS66 - First Class - With URL - Snap - 7 Wk - T4 ",231718,None,16427.12,34931,0.47,25,1746.55,0.05,0,14201.47,unknown,unknown,,,,,,,0,2470.17,-244.52,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-18,"Liberty Debt Relief",64174,"LLGRS67 - Standard - NO URL - Snap - 7wk - T2",231719,None,6755.5,19972,0.34,25,1198.32,0.06,0,5512.21,unknown,unknown,,,,,,,0,1622.76,-379.47,"Heather Lunsford",unknown,unknown,-0.02,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-22,"Liberty Debt Relief",64175,"LLGRS68 - Standard - tax shell - all suppression T3",231759,,13830.14,34917,0.4,25,2095.02,0.06,0,9570.18,unknown,unknown,174.59,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = White",523.76,"Redstone Master Price Matrix algorithm: 
 |  added 0 + 0.01 because [color] = 1/1
 |  added 0.005 because [papertype] = 60# 8.5x14 & [paper_color] = White",,,0,3192.53,1067.43,"Heather Lunsford",unknown,unknown,0.03,"White 60# 8.5x14 White, White W-2 Double Window Envelope,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | expensivePaperCost = 0.005 |  | oversizedEnvelopePerPiece = 0.01 |  | SetupFee_oversizedEnvelope = 25 |  | backColorCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 | "
2019-01-18,"Liberty Debt Relief",64176,"LLGRS69 - Standard - NO URL - Snap Pack - All Supp - T1",231723,None,1742.12,4987,0.35,25,299.22,0.06,0,1412.91,unknown,unknown,,,,,,,0,423.96,-94.75,"Heather Lunsford",unknown,unknown,-0.02,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-18,DirectMailers,64186,"DirectMailers 1 Page",231778,,98.13,157,0.63,25,10.205,0.065,0,73.79,unknown,unknown,,,9.42,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.03 because [color] = 4/4",,,0,44.625,-20.285,"Heather Lunsford",unknown,unknown,-0.13,"White 20# White,  ,  ",Letter," | frontColorCost = 0.03 |  | backColorCost = 0.03 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-19,"Liberty Debt Relief",64254,"LLG RS43 RE FIRST CLASS SNAP ",231769,None,13795.27,29307,0.47,25,1465.35,0.05,0,11923.93,unknown,unknown,,,,,,,0,2076.49,-205.15,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-19,"Liberty Debt Relief",64256,"LLG RS49 RE FIRST CLASS NO URL ",231767,None,23162.58,49356,0.47,25,2467.8,0.05,0,20028.15,unknown,unknown,,,,,,,0,3479.92,-345.49,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-19,"Liberty Debt Relief",64259,"LLG RS48 REMAIL FST CHECK NO URL ",231780,None,14026.77,29808,0.47,25,1490.4,0.05,0,12123.87,unknown,unknown,,,,,,,0,2111.56,-208.66,"Heather Lunsford",unknown,unknown,-0.01,"White 20# White,  , Blue Window Check Snaps Pressure Seal","Snap Pack"," | windowCheckSnapCost = 0.02 |  | $BASE_COST = 0.05 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-24,"US Probate Leads",64273,"Bob Taylor",231884,None,202.97,455,0.45,25,29.575,0.065,0,125.62,unknown,unknown,,,13.65,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0 because [color] = 4/0",,,0,68.225,9.125,"Heather Lunsford",unknown,unknown,0.02,"White 20# White,  ,  ",Letter," | frontColorCost = 0.03 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-24,"US Probate Leads",64278,"Nathanael Greene",231885,None,355.18,795,0.45,25,51.675,0.065,0,220.03,unknown,unknown,,,23.85,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0 because [color] = 4/0",,,0,100.525,34.625,"Heather Lunsford",unknown,unknown,0.04,"White 20# White,  ,  ",Letter," | frontColorCost = 0.03 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-23,"UDC LLC",64316,"UDC Control Half 1.23 AP",231827,PMOD,2300.76,4506,0.51,25,292.89,0.065,0,1179.08,unknown,unknown,,,,,,,0,317.89,803.79,"Heather Lunsford",unknown,unknown,0.18,"White 20# White,  ,  ",Letter," | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-23,"UDC LLC",64325,"UDC Control Half 1.23 CP",231827,PMOD,2300.76,2158,1.07,25,140.27,0.065,0,567.92,unknown,unknown,,,,,,,0,165.27,1567.57,"Heather Lunsford",unknown,unknown,0.73,"White 20# White,  ,  ",Letter," | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
