job_due_date,client,job_num,job_name,invoice_num,pmod_or_freight,gross_billed,quantity,pricing,postal_prep,production_cost,per_piece,data_cost,postage_psi,data_po_num,three_point_five_percent_cc_fee,special_product_envelopes_env_printing,special_product_envelopes_env_printing_notes,paper_color_print_cost,paper_color_print_cost_notes,shipping_pmod_cost_finishes,shipping_per_piece,misc_cost_pmod_labor_purl_var_img,gross_cost,net_gross_margin_for_labor,sales_rep,comm_paid,new_client,gross_margin_per_piece,comments_descriptions,production_type,all_added_costs
2018-12-01,"1st Rate Home Mortgage, Inc. - NORTH BRANCH",62327,"NORTH REFI TRIGGER VARIABLE STATE SNAP120118 VA 1st Class",230339,None,2389.34,2778,0.86,25,166.68,0.06,0,1129.25,unknown,unknown,27.78,"Redstone Master Price Matrix algorithm: 
 |  added 0.01 because [snap_seal] = Pressure Seal & [snap_paper] =  White on White",,,,,97.23,316.69,943.4,"Bobby Caruso",unknown,unknown,0.34,"  ,  , White on White Pressure Seal","Snap Pack"," | pressureSealCost = 0.01 |  | streetViewCost = 0.035 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-07,"DG Funding",62365,"DG TRIGGER REGULAR BRANDED PIECE 120718",230564,,3919.91,4624,0.85,25,300.56,0.065,0,1882.72,unknown,unknown,,,300.56,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.03 because [color] = 4/4
 |  added 0.005 because [papertype] =  & [paper_color] = ",,,161.84,787.96,1249.23,"Bobby Caruso",unknown,unknown,0.27,"  , #10 White Half Window,  ",Letter," | expensivePaperCost = 0.005 |  | frontColorCost = 0.03 |  | backColorCost = 0.03 |  | streetViewCost = 0.035 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-05,"Nationwide Mortgage Bankers Inc.",62372,"NATIONWIDE MTG BANKERS GREEN HALF FOLD 120518",230426,None,5821.79,9982,0.58,25,598.92,0.06,0,2671.84,unknown,unknown,,,,,,,0,623.92,2526.03,"Bobby Caruso",unknown,unknown,0.25,"White 20# White,  ,   Converted","Snap Pack"," | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-07,"FIRST SAVINGS BANK",62391,"FIRST SAVINGS BANK TRIGGER 120718",230550,,2737.48,3256,0.84,25,211.64,0.065,0,1368.84,unknown,unknown,,,130.24,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,113.96,480.84,887.8,"Bobby Caruso",unknown,unknown,0.27,"White 60# White, #10 White Half Window,  ",Letter," | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | streetViewCost = 0.035 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-05,"Strategic REI, Inc",62399,"Green Last Resort PC 120518 (Remail)",230380,None,3368,11110,0.3,25,0,0,0,2839.3,unknown,unknown,,,,,,,0,247.2,281.5,"Bobby Caruso",unknown,unknown,0.03,"Green Martian Green,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-05,"Strategic REI, Inc",62400,"Green Last Resort PC 120518 (Remail) pt. 2",230382,None,2204.3,7231,0.3,25,0,0,0,1850.38,unknown,unknown,,,,,,,0,169.62,184.3,"Bobby Caruso",unknown,unknown,0.03,"Green Vellum Bristol 67# Green Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-06,"1st Rate Home Mortgage, Inc. - NORTH BRANCH",62424,"NORTH REFI FHA SNAP HOME IMAGE COVER 120418",230445,None,3136.58,3736,0.84,25,224.16,0.06,0,1514.9,unknown,unknown,37.36,"Redstone Master Price Matrix algorithm: 
 |  added 0.01 because [snap_seal] = Pressure Seal & [snap_paper] =  White on White",,,,,130.76,417.28,1204.4,"Bobby Caruso",unknown,unknown,0.32,"White 20# White,  , White on White Pressure Seal","Snap Pack"," | pressureSealCost = 0.01 |  | streetViewCost = 0.035 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-07,"Strategic REI, Inc",62448,"Green Last Resort PC 120718 (Remail)",230424,None,3377,11140,0.3,25,0,0,0,2840.51,unknown,unknown,,,,,,,0,247.8,288.69,"Bobby Caruso",unknown,unknown,0.03,"Green Martian Green,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-07,"Strategic REI, Inc",62449,"Green Last Resort PC 120718 (Remail) pt. 2",230428,None,4340.9,14353,0.3,25,0,0,0,3688.49,unknown,unknown,,,,,,,0,312.06,340.35,"Bobby Caruso",unknown,unknown,0.02,"Green Martian Green,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-07,"Nations Lending - CORP",62521,"Nations Lending Manu Snap Pack",230592,,2144.4,3980,0.54,25,238.8,0.06,0,1704.76,unknown,unknown,39.8,"Redstone Master Price Matrix algorithm: 
 |  added 0.01 because [snap_seal] = Pressure Seal & [snap_paper] =  White 20#",,,,,0,303.6,136.04,"Bobby Caruso",unknown,unknown,0.03,"White 20# White,  , White 20# Pressure Seal","Snap Pack"," | pressureSealCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-08,"First Savings Bank- IL",62563,"FIRST SAVINGS BANK 120618",230567,,6177.23,9782,0.63,25,635.83,0.065,0,4058.66,unknown,unknown,,,391.28,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,440.19,1492.3,626.27,"Bobby Caruso",unknown,unknown,0.06,"White 60# White, #10 White Half Window,  ",Letter," | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | streetViewCost = 0.035 |  | purlsCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-07,"Semper Home Loans, Inc",62574,"VA PROSPECT 12/07",230545,None,603.74,1009,0.6,25,65.585,0.065,0,424.45,unknown,unknown,5.05,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = #10 Brown Kraft",40.36,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,0,135.99,43.3,"Bobby Caruso",unknown,unknown,0.04,"White 60# White, #10 Brown Kraft Single Window,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-07,"Semper Home Loans, Inc",62575,"VA PROSPECT EXT 12/07",230547,None,2512.27,4395,0.57,25,285.675,0.065,0,1848.78,unknown,unknown,21.98,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = #10 Brown Kraft",175.8,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,0,508.45,155.04,"Bobby Caruso",unknown,unknown,0.04,"White 60# White, #10 Brown Kraft Single Window,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-07,"Semper Home Loans, Inc",62576,"FHA PROSPECT 12/07",230548,None,1556.25,2699,0.58,25,175.435,0.065,0,1135.29,unknown,unknown,13.5,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = #10 Brown Kraft",107.96,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,0,321.89,99.07,"Bobby Caruso",unknown,unknown,0.04,"White 60# White, #10 Brown Kraft Single Window,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-07,"Semper Home Loans, Inc",62577,"FHA TRIGGER 12/07",230549,None,1206,2078,0.58,25,135.07,0.065,0,873.85,unknown,unknown,10.39,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = #10 Brown Kraft",83.12,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,0,253.58,78.57,"Bobby Caruso",unknown,unknown,0.04,"White 60# White, #10 Brown Kraft Single Window,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-07,"Suburban Mortgage",62582,"SUBURBAN MORTGAGE PURCHASE TRIGGERS 120718",230556,None,1262.7,1501,0.84,25,90.06,0.06,0,607.91,unknown,unknown,15.01,"Redstone Master Price Matrix algorithm: 
 |  added 0.01 because [snap_seal] = Pressure Seal & [snap_paper] =  White on White",,,,,0,130.07,524.72,"Bobby Caruso",unknown,unknown,0.35,"White 20# White,  , White on White Pressure Seal","Snap Pack"," | pressureSealCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-07,"1st Rate Home Mortgage, Inc. - Jesse",62586,"VA 1207",230572,None,2396.92,3904,0.61,25,253.76,0.065,0,1595.23,unknown,unknown,19.52,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = Brown Kraft",58.56,"Redstone Master Price Matrix algorithm: 
 |  added 0 + 0.01 because [color] = 1/1
 |  added 0.005 because [papertype] = 70# (67.5#) & [paper_color] = White",,,0,420.88,380.81,"Bobby Caruso",unknown,unknown,0.1,"White 70# (67.5#) White, Brown Kraft Double Window,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | expensivePaperCost = 0.005 |  | oversizedEnvelopePerPiece = 0.01 |  | SetupFee_oversizedEnvelope = 25 |  | backColorCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 | "
2018-12-07,"GSF Mortgage Corp",62609,"GSF VA HALF WINDOW 12.07.18",230575,None,2494.53,3484,0.72,25,226.46,0.065,0,1,unknown,unknown,,,,,,,0,251.46,2242.07,"Bobby Caruso",unknown,unknown,0.64,"White 60# White, #10 White Half Window,  ",Letter," | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-10,"1st Rate Home Mortgage, Inc. - NORTH BRANCH",62652,"north va half window 121018",230641,None,1810.84,2546,0.71,25,165.49,0.065,0,1044.2,unknown,unknown,,,76.38,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0 because [color] = 4/0",,,89.11,355.98,410.66,"Bobby Caruso",unknown,unknown,0.16,"White 60# White, #10 White Half Window,  ",Letter," | frontColorCost = 0.03 |  | streetViewCost = 0.035 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-14,"DG Funding",62663,"DG TRIGGER BANDED REGULAR MAILER 121418",230791,None,3857.1,4550,0.85,25,295.75,0.065,0,1851.95,unknown,unknown,22.75,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = White",295.75,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.03 because [color] = 4/4
 |  added 0.005 because [papertype] = 80# offset white paper & [paper_color] = ",,,159.25,869,1136.15,"Bobby Caruso",unknown,unknown,0.25," 80# offset white paper , White Half window,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | expensivePaperCost = 0.005 |  | oversizedEnvelopePerPiece = 0.01 |  | SetupFee_oversizedEnvelope = 25 |  | frontColorCost = 0.03 |  | backColorCost = 0.03 |  | streetViewCost = 0.035 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 | "
2018-12-14,"FIRST SAVINGS BANK- OHIO ,  CHAD SEELING",62664,"FIRST SAVINGS BANK OHIO TRIGGERS 121418",230823,,2515.04,2988,0.84,25,194.22,0.065,0,1253.15,unknown,unknown,,,119.52,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,104.58,443.32,818.57,"Bobby Caruso",unknown,unknown,0.27,"White 60# White, #10 White Half Window,  ",Letter," | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | streetViewCost = 0.035 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-14,"Nations Lending - CORP",62685,"Nations Lending Refi / Jumbo Home Image Trigger",230727,,2687.53,5039,0.53,25,327.535,0.065,0,2081.5,unknown,unknown,,,201.56,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,176.37,730.46,-124.43,"Bobby Caruso",unknown,unknown,-0.02,"White 60# White, #10 White Half Window,  ",Letter," | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | streetViewCost = 0.035 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-14,"Nations Lending - CORP",62751,"Nations Lending Manu Snap Pack 2",230693,,2138.04,3968,0.54,25,238.08,0.06,0,1701.44,unknown,unknown,39.68,"Redstone Master Price Matrix algorithm: 
 |  added 0.01 because [snap_seal] = Pressure Seal & [snap_paper] =  White 20#",,,,,0,302.76,133.84,"Bobby Caruso",unknown,unknown,0.03,"White 20# White,  , White 20# Pressure Seal","Snap Pack"," | pressureSealCost = 0.01 |  | $BASE_COST = 0.06 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2019-01-03,"First Savings Bank- IL",62753,"first savings bank IL 121318",231220,PMOD,5266.52,9342,0.56,25,607.23,0.065,0,2399.53,unknown,unknown,,,420.39,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1
 |  added 0.005 because [papertype] = 70# (67.5#) & [paper_color] = White",,,420.39,1473.01,1393.98,"Bobby Caruso",unknown,unknown,0.15,"White 70# (67.5#) White, #10 White Half Window,  ",Letter," | expensivePaperCost = 0.005 |  | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | streetViewCost = 0.035 |  | purlsCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-12,"Strategic REI, Inc",62760,"Streetview PC 121218",230700,None,7035,20000,0.35,25,0,0,0,5102.02,unknown,unknown,,,,,,,700,1225,707.98,"Bobby Caruso",unknown,unknown,0.04,"White Vellum Bristol 67# White Vellum Bristol,  ,  ","Post Card"," | postCardCost = 0.025 |  | streetViewCost = 0.035 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-12,"Strategic REI, Inc",62764,"Green Last Resort PC 121218 (Remail) ",230682,None,3190.7,10519,0.3,25,0,0,0,2692.05,unknown,unknown,,,,,,,0,235.38,263.27,"Bobby Caruso",unknown,unknown,0.03,"Green Martian Green,  ,  ","Post Card"," | postCardCost = 0.02 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-14,"USAVA Lending",62828,"USAVA HALF WINDOW TRIGGER 121418",230825,,3426.5,3990,0.86,25,259.35,0.065,0,1641.42,unknown,unknown,,,159.6,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,179.55,623.5,1161.58,"Bobby Caruso",unknown,unknown,0.29,"White 60# White, #10 White Half Window,  ",Letter," | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | streetViewCost = 0.035 |  | purlsCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-14,"Semper Home Loans, Inc",62874,"FHA TRIGGER 12/14",230790,None,1218.54,2100,0.58,25,136.5,0.065,0,883.24,unknown,unknown,10.5,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = #10 Brown Kraft",84,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,0,256,79.3,"Bobby Caruso",unknown,unknown,0.04,"White 60# White, #10 Brown Kraft Single Window,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-14,"Semper Home Loans, Inc",62875,"VA PROSPECT 12/14",230781,None,563.2,937,0.6,25,60.905,0.065,0,394.21,unknown,unknown,4.69,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = #10 Brown Kraft",37.48,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,0,128.07,40.92,"Bobby Caruso",unknown,unknown,0.04,"White 60# White, #10 Brown Kraft Single Window,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-14,"Semper Home Loans, Inc",62876,"VA PROSPECT EXT 12/14",230779,None,2414.23,4221,0.57,25,274.365,0.065,0,1775.63,unknown,unknown,21.11,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = #10 Brown Kraft",168.84,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,0,489.31,149.29,"Bobby Caruso",unknown,unknown,0.04,"White 60# White, #10 Brown Kraft Single Window,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-14,"Semper Home Loans, Inc",62877,"FHA PROSPECT 12/14",230786,None,1483.28,2570,0.58,25,167.05,0.065,0,1080.77,unknown,unknown,12.85,"Redstone Master Price Matrix algorithm: 
 |  added 0.005 because [envelopepaper] = #10 Brown Kraft",102.8,"Redstone Master Price Matrix algorithm: 
 |  added 0.03 + 0.01 because [color] = 4/1",,,0,307.7,94.81,"Bobby Caruso",unknown,unknown,0.04,"White 60# White, #10 Brown Kraft Single Window,  ",Letter," | expensiveEnvelopeCost = 0.005 |  | frontColorCost = 0.03 |  | backColorCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-17,"HomeBuyers Of Pittsburgh",62902,"HOMEBUYERS OF PITT POST CARD 121718",230864,None,3214.61,9270,0.35,25,0,0,0,2356.42,unknown,unknown,,,,,,,0,256.75,601.44,"Bobby Caruso",unknown,unknown,0.06,"White Gloss Cover #100 White Gloss Cover,  ,  ","Post Card"," | postCardCost = 0.025 |  | $BASE_COST = 0 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
2018-12-15,"1st Rate Home Mortgage, Inc. - Jesse",62914,"FHA SA1215",230867,None,1662.45,2690,0.62,25,174.85,0.065,0,1096.65,unknown,unknown,,,40.35,"Redstone Master Price Matrix algorithm: 
 |  added 0 + 0.01 because [color] = 1/1
 |  added 0.005 because [papertype] = 70# (67.5#) & [paper_color] = White",,,0,240.2,325.6,"Bobby Caruso",unknown,unknown,0.12,"White 70# (67.5#) White, #10 White Double Window,  ",Letter," | expensivePaperCost = 0.005 |  | backColorCost = 0.01 |  | $BASE_COST = 0.065 |  | SetupFee_postalPrep = 25 |  | SetupFee_oversizedEnvelope = 0 | "
